1;Vin123;2002-10-12;Vinicius;Vinicius@gmail.com;468.549.448-21;Rua A;123;08090234;bairro 1;cidade 1;AP 12;11 90223-7823
2;Vin123;2002-10-12;Vinicius;Vinicius@gmail.com;468.549.448-21;Rua A;123;08090234;bairro 1;cidade 1;AP 12;11 90223-7823
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
2;null;null;null;null;null;null;null;111;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
2;null;null;null;null;null;null;null;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
2;null;null;null;null;null;null;null;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
2;null;null;null;null;null;null;null;1;null;null;null;111111
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
0;null;null;null;null;null;null;0;null;null;null;null;null
